Label,modularity_class
[HH].[H][CH3].[H][CH]([H])[OH].[OH2].[OH2],2
[HH].[H][CH3].[H][CH]=[O][H].[O]#[O],4
[HH].[H][CH3].[H][CH]=[O][O]=[O][H],2
[HH].[H][CH3].[H][CH]1[O]([H])[O]1[OH],3
[HH].[H][CH3].[H][CH]1[O]=[O][O]1[H],4
[HH].[H][CH3].[H][CH3].[H][O]([OH])[OH],4
[HH].[H][CH3].[H][CH3].[H][O][O][OH],4
[HH].[H][CH3].[H][CH3].[H][O][OH].[OH2],2
[HH].[H][CH3].[H][CH3].[H][O]1[O][O]1,2
[HH].[H][CH3].[H][CH3].[H][OH].[OH][OH],2
[HH].[H][CH3].[H][CH3].[H][OH].[OH2].[OH2],4
[HH].[H][CH3].[H][O][O]1[O]=[C]1[H],3
[HH].[H][O]([O]=[O])[C]([H])([H])[CH3],1
[HH].[H][O]([OH])[C]([H])([H])[CH]=[O],1
[HH].[H][O]([OH])[C]([H])([H])[CH3].[OH2],2
[HH].[H][O]([OH])[CH2][C]([H])([H])[OH],1
[HH].[H][O]([OH])[O][C]([H])([H])[CH3],1
[HH].[H][O]([OH])[O]1[CH2][C]1([H])[H],2
[HH].[H][O][C]([H])([H])[CH]=[O][OH],1
[HH].[H][O][C]([H])([H])[CH3].[O]#[O],2
[HH].[H][O][C]([H])([H])[CH3].[OH2].[OH2],4
[HH].[H][O][C]([H])=[C]([H])[O][OH],4
[HH].[H][O][C]([O][OH])=[C]([H])[H],4
[HH].[H][O][C](=[O][OH])[CH]([H])[H],1
[HH].[H][O][CH]([H])[C]([H])=[O][OH],4
[HH].[H][O][CH2][CH]([H])[H].[OH2].[OH2],1
[HH].[H][O][O]([CH3])[O]=[C]([H])[H],3
[HH].[H][O][O]([H])[O][C]([H])=[CH2],1
[HH].[H][O][O]([H])[O]=[C]([H])[CH3],1
[HH].[H][O][O]([O][CH3])[CH]([H])[H],1
[HH].[H][O][O]([O][H])[C]([H])=[CH2],1
[HH].[H][O][O]([O]=[CH2])[CH]([H])[H],3
[HH].[H][O][O]([OH])[C]([H])([H])[CH3],1
[HH].[H][O][O]([OH])[CH]=[C]([H])[H],1
[HH].[H][O][O][C]([H])([H])[CH]=[O],1
[HH].[H][O][O][C]([H])([H])[CH3].[OH2],2
[HH].[H][O][O][C]([H])=[C]([H])[OH],4
[HH].[H][O][O][C]([OH])=[C]([H])[H],1
[HH].[H][O][O][C](=[O])[CH]([H])[H],1
[HH].[H][O][O][CH]([H])[C]([H])=[O],4
[HH].[H][O][O][O]([CH3])[CH]([H])[H],1
[HH].[H][O][O][O]([H])[C]([H])=[CH2],1
[HH].[H][O][O][O][CH]=[C]([H])[H],1
[HH].[H][O][O][O]1[CH]([H])[CH]1[H],2
[HH].[H][O][O][O]1[CH2][C]1([H])[H],2
[HH].[H][O][O]=[C]([H])[CH]([H])[OH],4
[HH].[H][O][O]=[C]([OH])[CH]([H])[H],1
[HH].[H][O][O]=[CH][C]([H])([H])[OH],1
[HH].[H][O][O]=[O][C]([H])([H])[CH3],1
[HH].[H][O][O]1[C]([H])=[C]1[H].[OH2],4
[HH].[H][O][O]1[CH]2[O]1[C]2([H])[H],4
[HH].[H][O][O]1[CH2][C]([H])([H])[O]1,2
[HH].[H][O][O]1[CH2][C]1([H])[H].[OH2],1
[HH].[H][O][O]1[O][CH]([H])[CH]1[H],2
[HH].[H][O][O]1[O][CH]1[CH]([H])[H],2
[HH].[H][O][O]1[O][CH2][C]1([H])[H],2
[HH].[H][O][O]1[O]2[CH]([H])[C]12[H],4
[HH].[H][O]=[C]([H])[CH]([H])[O][OH],4
[HH].[H][O]=[C]([O][OH])[CH]([H])[H],1
[HH].[H][O]=[C]=[C]([H])[H].[OH][OH],2
[HH].[H][O]=[CH][C]([H])([H])[O][OH],1
[HH].[H][O]=[O][CH]=[C]([H])[H].[OH2],2
[HH].[H][O]=[O][O]([CH3])[CH]([H])[H],3
[HH].[H][O]=[O][O][C]([H])([H])[CH3],1
[HH].[H][O]1[CH]2[O][O]1[C]2([H])[H],1
[HH].[H][O]1[CH]2[O]1[O][C]2([H])[H],1
[HH].[H][O]1[CH2][C]([H])([H])[O][O]1,2
[HH].[H][O]1[CH2][C]([H])([H])[O]1.[OH2],1
[HH].[H][O]1[CH2][C]([H])([H])[O]1[OH],2
[HH].[H][O]1[CH2][C]1([H])[H].[OH][OH],1
[HH].[H][O]1[O]([OH])[CH2][C]1([H])[H],2
[HH].[H][O]1[O][CH]2[O]1[C]2([H])[H],4
[HH].[H][O]1[O][CH2][C]([H])([H])[O]1,2
[HH].[H][O]1[O][O][CH2][C]1([H])[H],2
[HH].[H][O]1[O][O]1[C]([H])([H])[CH3],2
[HH].[H][O]1[O][O]2[CH]1[C]2([H])[H],4
[HH].[H][O]1[O]=[CH][C]1([H])[H].[OH2],1
[HH].[H][O]1[O]2[CH2][C]([H])([H])[O]12,1
[HH].[H][O]1[O]2[O][CH]2[C]1([H])[H],4
[HH].[HH].[H][C]([CH3])=[O].[H][O]=[O],4
[HH].[HH].[H][C]([CH3])=[O][O]([H])[OH],2
[HH].[HH].[H][C]([H])([CH]=[O])[O][OH],2
[HH].[HH].[H][C]([H])([CH3])[O]([OH])[OH],2
[HH].[HH].[H][C]([H])([CH3])[O][O]=[O],2
[HH].[HH].[H][C]([H])([CH3])[O][OH].[OH2],1
[HH].[HH].[H][C]([H])([CH3])[O]=[O][OH],2
[HH].[HH].[H][C]([H])([CH3])[O]1[O][O]1,1
[HH].[HH].[H][C]([H])([CH3])[OH].[O]#[O],1
[HH].[HH].[H][C]([H])([CH3])[OH].[OH2].[OH2],2
[HH].[HH].[H][C]([H])([OH])[C]#[O].[OH2],4
[HH].[HH].[H][C]([H])([OH])[CH]=[O][OH],2
[HH].[HH].[H][C]([H])([OH])[CH]1[O][O]1,4
[HH].[HH].[H][C]([H])=[C]([OH])[O][OH],2
[HH].[HH].[H][C]([H])=[C]=[O].[OH][OH],4
[HH].[HH].[H][C]([H])=[CH][O]([OH])[OH],2
[HH].[HH].[H][C]([H])=[CH][O][O][OH],2
[HH].[HH].[H][C]([H])=[CH][O]=[O].[OH2],1
[HH].[HH].[H][C]([H])=[CH2].[O]=[O][OH],1
[HH].[HH].[H][C]([H])=[CH2].[O]1[O][O]1,2
[HH].[HH].[H][C]([H])=[CH2].[OH2].[O]#[O],2
[HH].[HH].[H][C]([H])=[O][CH3].[O]=[O],3
[HH].[HH].[H][C]([H])=[O][O]([CH3])[OH],2
[HH].[HH].[H][C]([H])=[O][O][O][CH3],2
[HH].[HH].[H][C]([H])=[O][O]=[CH2].[OH2],3
[HH].[HH].[H][C]([OH])=[C]([H])[O][OH],2
[HH].[HH].[H][C](=[CH2])[O]([H])[O][OH],2
[HH].[HH].[H][C](=[CH2])[O][O]([H])[OH],1
[HH].[HH].[H][C](=[CH2])[O]=[O].[H][OH],1
[HH].[HH].[H][C](=[CH2])[OH].[H][O]=[O],1
[HH].[HH].[H][C](=[O])[C]([H])=[O].[OH2],4
[HH].[HH].[H][C](=[O])[CH]([H])[O][OH],2
[HH].[HH].[H][C](=[O][OH])[CH]([H])[OH],2
[HH].[HH].[H][C]#[C][H].[OH][O][OH],4
[HH].[HH].[H][C]#[C][H].[OH2].[O]=[O],2
[HH].[HH].[H][C]#[C][O]([H])[OH].[OH2],1
[HH].[HH].[H][C]#[C][O][H].[OH][OH],4
[HH].[HH].[H][C]#[C][O][O][H].[OH2],1
[HH].[HH].[H][C]#[C][O][OH].[H][OH],1
[HH].[HH].[H][C]#[C][OH].[H][O][OH],4
[HH].[HH].[H][C]#[CH].[H][O]([OH])[OH],1
[HH].[HH].[H][C]#[CH].[H][O][O][OH],1
[HH].[HH].[H][C]#[CH].[H][O]=[O].[OH2],2
[HH].[HH].[H][C]#[CH].[H][OH].[O]=[O],2
[HH].[HH].[H][C]1([H])[CH]([OH])[O]1[OH],4
[HH].[HH].[H][C]1([H])[CH]=[O][O]1.[OH2],2
[HH].[HH].[H][C]1([H])[CH]=[O]1.[OH][OH],2
[HH].[HH].[H][C]1([H])[CH]2[O]([OH])[O]21,2
[HH].[HH].[H][C]1([H])[CH]2[O][O][O]21,2
[HH].[HH].[H][C]1([H])[CH]2[O][O]1[O]2,2
[HH].[HH].[H][C]1([H])[CH]2[O][O]21.[OH2],4
[HH].[HH].[H][C]1([H])[CH]2[O]3[O]2[O]31,4
[HH].[HH].[H][C]1([H])[CH2][O]([OH])[O]1,1
[HH].[HH].[H][C]1([H])[CH2][O][O][O]1,1
[HH].[HH].[H][C]1([H])[CH2][O][O]1[OH],1
[HH].[HH].[H][C]1([H])[CH2][O]1.[OH2].[OH2],4
[HH].[HH].[H][C]1([H])[CH2][O]1[O][OH],4
[HH].[HH].[H][C]1([H])[CH2][O]1[OH].[OH2],2
[HH].[HH].[H][C]1([H])[CH2][O]2[O][O]21,0
[HH].[HH].[H][C]1([H])[O]([CH3])[O]1[OH],3
[HH].[HH].[H][C]1([H])[O][CH]1[O][OH],4
[HH].[HH].[H][C]1([H])[O][O]([CH3])[O]1,3
[HH].[HH].[H][C]1([H])[O][O][CH]1[OH],4
[HH].[HH].[H][C]1([H])[O][O][O]1[CH3],3
[HH].[HH].[H][C]1([H])[O][O]1[O][CH3],3
[HH].[HH].[H][C]1([H])[O][O]2[O][CH]21,2
[HH].[HH].[H][C]1([H])[O]2[O]3[O][C]321,4
[HH].[HH].[H][C]1=[C]([H])[O][O]1.[OH2],2
[HH].[HH].[H][C]1=[C]([H])[O]1.[OH][OH],2
[HH].[HH].[H][C]1=[C]([H])[O]1[OH].[OH2],2
[HH].[HH].[H][C]1=[O][CH]1[H].[OH][OH],2
[HH].[HH].[H][C]1=[O][O][CH]1[H].[OH2],2
[HH].[HH].[H][C]12[O][O]3[O]1[C]32[H],4
[HH].[HH].[H][C]12[O]3[O][O]1[C]32[H],4
[HH].[HH].[H][CH]([CH3])[O]([H])[OH].[OH2],1
[HH].[HH].[H][CH]([CH3])[O]1[O][O]1[H],1
[HH].[HH].[H][CH]([H])[C]([OH])=[O][OH],2
[HH].[HH].[H][CH]([H])[C](=[O])[O][OH],2
[HH].[HH].[H][CH]([H])[C]#[O].[OH][OH],1
[HH].[HH].[H][CH]([H])[C]1([OH])[O][O]1,4
[HH].[HH].[H][CH]([H])[C]1=[O][O]1.[OH2],2
[HH].[HH].[H][CH]([H])[C]12[O][O]1[O]2,2
[HH].[HH].[H][CH]([H])[C]12[O]3[O]1[O]32,0
[HH].[HH].[H][CH]([H])[CH]([OH])[OH].[OH2],4
[HH].[HH].[H][CH]([H])[CH]1[O][O][O]1,1
[HH].[HH].[H][CH]([H])[CH]1[O][O]1[OH],1
[HH].[HH].[H][CH]([H])[CH]1[O]2[O][O]12,0
[HH].[HH].[H][CH]([H])[CH2][O]1[O][O]1,0
[HH].[HH].[H][CH]([H])[CH2][OH].[OH2].[OH2],2
[HH].[HH].[H][CH]([H])[CH3].[OH2].[OH2].[OH2],1
[HH].[HH].[H][CH]([H])[O]([CH3])[O][OH],2
[HH].[HH].[H][CH]([H])[O]([CH3])[O]=[O],2
[HH].[HH].[H][CH]([H])[O]([CH3])[OH].[OH2],3
[HH].[HH].[H][CH]([H])[O]([OH])[O]=[CH2],2
[HH].[HH].[H][CH]([H])[O][O][O]=[CH2],2
[HH].[HH].[H][CH]([H])[O][O]=[O][CH3],2
[HH].[HH].[H][CH]([H])[O][O]1[CH2][O]1,3
[HH].[HH].[H][CH]([H])[O]=[CH2].[O]=[O],3
[HH].[HH].[H][CH]([H])[O]=[O][O][CH3],2
[HH].[HH].[H][CH]([H])[O]1[CH2][O][O]1,3
[HH].[HH].[H][CH]([H])[O]1[CH2][O]1[OH],3
[HH].[HH].[H][CH]([H])[O]1[O][CH2][O]1,3
[HH].[HH].[H][CH]([H])[O]1[O][O]1[CH3],3
[HH].[HH].[H][CH]([OH])[C]1([H])[O][O]1,4
[HH].[HH].[H][CH]=[C]([H])[O]([OH])[OH],2
[HH].[HH].[H][CH]=[C]([H])[O][O][OH],2
[HH].[HH].[H][CH]=[C]([H])[O]=[O].[OH2],4
[HH].[HH].[H][CH]=[C]([H])[OH].[O]=[O],4
[HH].[HH].[H][CH]=[C]=[O][H].[OH][OH],4
[HH].[HH].[H][CH]=[C]=[O][O][H].[OH2],4
[HH].[HH].[H][CH]=[C]=[O][OH].[H][OH],4
[HH].[HH].[H][CH]=[O].[H][CH]=[O][OH],3
[HH].[HH].[H][CH]=[O][O]=[CH][H].[OH2],3
[HH].[HH].[H][CH]1[CH]([H])[O]1[O][OH],4
[HH].[HH].[H][CH]1[CH]([H])[O]2[O][O]12,0
[HH].[HH].[H][CH]1[CH2][O]([H])[O][O]1,4
[HH].[HH].[H][CH]1[CH2][O]([H])[O]1[OH],4
[HH].[HH].[H][CH]1[CH2][O]([OH])[O]1[H],1
[HH].[HH].[H][CH]1[CH2][O][O]([H])[O]1,1
[HH].[HH].[H][CH]1[CH2][O][O][O]1[H],1
[HH].[HH].[H][CH]1[CH2][O]1[O]([H])[OH],1
[HH].[HH].[H][CH]1[O]([OH])[C]1([H])[OH],4
[HH].[HH].[H][CH]1[O][C]1([H])[O][OH],4
[HH].[HH].[H][CH]1[O][CH]1[H].[OH2].[OH2],4
[HH].[HH].[H][CH]1[O][O]([OH])[CH]1[H],4
[HH].[HH].[H][CH]1[O][O][C]1([H])[OH],4
[HH].[HH].[H][CH]1[O][O][O][CH]1[H],4
[HH].[HH].[H][CH]1[O][O]2[O][C]12[H],2
[HH].[HH].[H][CH]1[O]2[O]([OH])[C]12[H],2
[HH].[HH].[H][CH]1[O]2[O][C]1([H])[O]2,2
[HH].[HH].[H][CH]1[O]2[O][C]12[H].[OH2],4
[HH].[HH].[H][CH]1[O]2[O][O][C]12[H],2
[HH].[HH].[H][CH]1[O]2[O]3[O]2[C]13[H],0
[HH].[HH].[H][CH2][C]([H])([OH])[O][OH],2
[HH].[HH].[H][CH2][C]([H])([OH])[OH].[OH2],4
[HH].[HH].[H][CH2][C]1([H])[O][O][O]1,4
[HH].[HH].[H][CH2][C]1([H])[O][O]1.[OH2],2
[HH].[HH].[H][CH2][C]1([H])[O][O]1[OH],4
[HH].[HH].[H][CH2][C]1([H])[O]2[O][O]21,0
[HH].[HH].[H][CH2][CH]([H])[O]1[O][O]1,0
[HH].[HH].[H][CH2][CH]([H])[OH].[OH2].[OH2],2
[HH].[HH].[H][CH2][CH]1[O]([H])[O]1[OH],1
[HH].[HH].[H][CH2][CH]1[O][O]([H])[O]1,1
[HH].[HH].[H][CH2][CH]1[O][O][O]1[H],4
[HH].[HH].[H][CH2][CH]1[O][O]1[O][H],1
[HH].[HH].[H][CH2][CH2][H].[O]1[O][O]1,2
[HH].[HH].[H][CH2][CH2][H].[OH2].[OH2].[OH2],4
[HH].[HH].[H][CH2][CH2][O]([H])[O][OH],2
[HH].[HH].[H][CH2][CH2][O]([OH])[O][H],2
[HH].[HH].[H][CH2][CH2][O][O]([H])[OH],2
[HH].[HH].[H][CH2][CH2][O][O][O][H],2
[HH].[HH].[H][CH2][CH2][O]1[O][O]1[H],1
[HH].[HH].[H][CH2][CH3].[H][O]1[O][O]1,2
[HH].[HH].[H][CH2][CH3].[H][OH].[OH2].[OH2],1
[HH].[HH].[H][CH2][H].[O]=[O][CH2][OH],3
[HH].[HH].[H][CH2][H].[O]1[CH]2[O][O]12,3
[HH].[HH].[H][CH2][H].[OH][O]1[CH2][O]1,2
[HH].[HH].[H][CH2][O]([CH2][H])[O][OH],2
[HH].[HH].[H][CH2][O]([OH])[CH2][H].[OH2],3
[HH].[HH].[H][CH2][O]([OH])[OH].[H][CH3],3
[HH].[HH].[H][CH2][O][CH2][H].[O]=[O],3
[HH].[HH].[H][CH2][O][O]([OH])[CH2][H],2
[HH].[HH].[H][CH2][O][O][O][CH2][H],2
[HH].[HH].[H][CH2][O][O]1[O][CH]1[H],3
[HH].[HH].[H][CH2][O][OH].[H][CH3].[OH2],2
[HH].[HH].[H][CH2][O]1[CH]([H])[O]1[OH],3
[HH].[HH].[H][CH2][O]1[O][CH]([H])[O]1,3
[HH].[HH].[H][CH2][O]1[O][O][CH]1[H],3
[HH].[HH].[H][CH2][O]1[O][O]1.[H][CH3],0
[HH].[HH].[H][CH2][O]1[O][O]1[CH2][H],3
[HH].[HH].[H][CH2][OH].[H][CH3].[OH2].[OH2],3
[HH].[HH].[H][CH3].[H][C](=[O])[O]=[O],3
[HH].[HH].[H][CH3].[H][C]#[O].[O]=[O],2
[HH].[HH].[H][CH3].[H][C]1=[O][O][O]1,2
[HH].[HH].[H][CH3].[H][C]1=[O][O]1[OH],2
[HH].[HH].[H][CH3].[H][C]12[O][O]1[O]2,3
[HH].[HH].[H][CH3].[H][CH]=[O].[O]#[O],2
[HH].[HH].[H][CH3].[H][CH]=[O][O]=[O],3
[HH].[HH].[H][CH3].[H][CH]1[O][O]=[O]1,2
[HH].[HH].[H][CH3].[H][CH]1[O][O]1.[OH2],3
[HH].[HH].[H][CH3].[H][CH]1[O]2[O][O]12,3
[HH].[HH].[H][CH3].[H][CH3].[O]1[O][O]1,0
[HH].[HH].[H][CH3].[H][CH3].[OH][O][OH],2
[HH].[HH].[H][CH3].[H][CH3].[OH2].[OH][OH],4
[HH].[HH].[H][CH3].[H][CH3].[OH2].[OH2].[OH2],2
[HH].[HH].[H][CH3].[H][O]([CH3])[O][OH],3
[HH].[HH].[H][CH3].[H][O]([OH])[O][CH3],3
[HH].[HH].[H][CH3].[H][O][O]([CH3])[OH],3
[HH].[HH].[H][CH3].[H][O]=[O][O]=[CH2],3
[HH].[HH].[H][O][C]([H])=[CH2].[O]=[O],1
[HH].[HH].[H][O][O]([OH])[C]([H])=[CH2],2
[HH].[HH].[H][O][O][O][C]([H])=[CH2],2
[HH].[HH].[H][O][O][O]=[C]([H])[CH3],2
[HH].[HH].[H][O][O][O]1[CH2][CH]1[H],4
[HH].[HH].[H][O][O]1[CH2][CH]([H])[O]1,4
[HH].[HH].[H][O][O]1[O][C]1([H])[CH3],1
[HH].[HH].[H][O][O]1[O][CH2][CH]1[H],1
[HH].[HH].[H][O]=[C]([H])[CH3].[O]=[O],4
[HH].[HH].[H][O]=[O][C]([H])=[CH2].[OH2],1
[HH].[HH].[H][O]1[O]([OH])[C]1([H])[CH3],1
[HH].[HH].[H][O]1[O][C]([H])([CH3])[O]1,4
[HH].[HH].[H][O]1[O][O][C]1([H])[CH3],4
[HH].[HH].[HH].[H][C]([CH3])([OH])[O]=[O],1
[HH].[HH].[HH].[H][C]([CH3])=[O].[O]=[O],2
[HH].[HH].[HH].[H][C]([CH3])=[O][O][OH],1
[HH].[HH].[HH].[H][C]([OH])=[CH][O][OH],1
[HH].[HH].[HH].[H][C](=[CH][OH])[O][OH],1
[HH].[HH].[HH].[H][C](=[CH2])[O]([OH])[OH],1
[HH].[HH].[HH].[H][C](=[CH2])[O][O][OH],1
[HH].[HH].[HH].[H][C](=[CH2])[O]=[O].[OH2],2
[HH].[HH].[HH].[H][C](=[CH2])[OH].[O]=[O],2
[HH].[HH].[HH].[H][C]#[C][O][OH].[OH2],2
[HH].[HH].[HH].[H][C]#[C][OH].[OH][OH],2
[HH].[HH].[HH].[H][C]#[CH].[OH][O][OH],2
[HH].[HH].[HH].[H][C]#[CH].[OH2].[O]=[O],1
[HH].[HH].[HH].[H][C]1([CH3])[O][O][O]1,2
[HH].[HH].[HH].[H][C]1([CH3])[O][O]1[OH],2
[HH].[HH].[HH].[H][C]1([CH3])[O]=[O]1.[OH2],1
[HH].[HH].[HH].[H][C]1([CH3])[O]2[O][O]21,1
[HH].[HH].[HH].[H][C]1=[CH][O][O]1.[OH2],1
[HH].[HH].[HH].[H][C]1=[CH][O]1.[OH][OH],4
[HH].[HH].[HH].[H][C]1=[CH][O]1[OH].[OH2],4
[HH].[HH].[HH].[H][C]12[CH2][O]([O]1)[O]2,4
[HH].[HH].[HH].[H][C]12[CH2][O][O]1[O]2,1
[HH].[HH].[HH].[H][C]12[CH2][O]1[O][O]2,4
[HH].[HH].[HH].[H][C]12[CH2][O]1[O]2[OH],4
[HH].[HH].[HH].[H][CH]([CH3])[O]1[O][O]1,2
[HH].[HH].[HH].[H][CH]([CH3])[OH].[OH2].[OH2],1
[HH].[HH].[HH].[H][CH]=[C]([OH])[O][OH],1
[HH].[HH].[HH].[H][CH]=[C]=[O][OH].[OH2],2
[HH].[HH].[HH].[H][CH]=[C]1[O][O]1.[OH2],1
[HH].[HH].[HH].[H][CH]=[O][O]([CH3])[OH],3
[HH].[HH].[HH].[H][CH]=[O][O][O][CH3],3
[HH].[HH].[HH].[H][CH]1[CH]2[O]([OH])[O]12,4
[HH].[HH].[HH].[H][CH]1[CH]2[O][O][O]12,4
[HH].[HH].[HH].[H][CH]1[CH]2[O][O]1[O]2,4
[HH].[HH].[HH].[H][CH]1[CH2][O]([OH])[O]1,2
[HH].[HH].[HH].[H][CH]1[CH2][O][O][O]1,2
[HH].[HH].[HH].[H][CH]1[CH2][O][O]1[OH],2
[HH].[HH].[HH].[H][CH]1[CH2][O]1[O][OH],2
[HH].[HH].[HH].[H][CH]1[CH2][O]2[O][O]12,1
[HH].[HH].[HH].[H][CH]1[O][O]2[O][CH]12,1
[HH].[HH].[HH].[H][CH2][C]12[O][O]1[O]2,4
[HH].[HH].[HH].[H][CH2][CH]1[O][O][O]1,2
[HH].[HH].[HH].[H][CH2][CH]1[O][O]1[OH],2
[HH].[HH].[HH].[H][CH2][CH]1[O]2[O][O]12,0
[HH].[HH].[HH].[H][CH2][CH2][O]([OH])[OH],1
[HH].[HH].[HH].[H][CH2][CH2][O][O][OH],1
[HH].[HH].[HH].[H][CH2][CH2][O]1[O][O]1,0
[HH].[HH].[HH].[H][CH2][CH2][OH].[OH2].[OH2],1
[HH].[HH].[HH].[H][CH2][CH3].[O]1[O][O]1,1
[HH].[HH].[HH].[H][CH2][CH3].[OH2].[OH2].[OH2],2
[HH].[HH].[HH].[H][CH2][O]([CH3])[O][OH],3
[HH].[HH].[HH].[H][CH2][O]([OH])[O][CH3],3
[HH].[HH].[HH].[H][CH3].[OH][O]1[CH]=[O]1,3
[HH].[HH].[HH].[H][O]([CH2][CH3])[O][OH],1
[HH].[HH].[HH].[H][O]([OH])[O][CH2][CH3],1
[HH].[HH].[HH].[H][O][O]([OH])[CH2][CH3],1
[HH].[HH].[HH].[H][O][O][O][CH2][CH3],1
[HH].[HH].[HH].[HH].[OH][O][O]1[CH2][CH2]1,4
[HH].[HH].[HH].[HH].[OH][O]1[CH2][CH2][O]1,1